Customer_ID,Customer_Name,Gender,Age,City,Customer_Segment,Signup_Date
CUST0148,Customer_0148,Male,31,Ahmedabad,Regular,2024-10-13
CUST0149,Customer_0149,Female,54,Pune,Premium,2025-12-25
CUST0150,Customer_0150,Female,51,Kolkata,New,2025-08-18
CUST0151,Customer_0151,Male,28,Nagpur,Regular,2025-05-01
CUST0152,Customer_0152,Female,58,Nagpur,Regular,2025-01-17
CUST0153,Customer_0153,Female,20,Ahmedabad,New,2025-02-09
CUST0154,Customer_0154,Male,45,Kolhapur,New,2025-01-22
CUST0155,Customer_0155,Other,46,Nagpur,Regular,2025-06-08
CUST0156,Customer_0156,Female,26,Pune,Regular,2025-07-10
CUST0157,Customer_0157,Male,20,Chennai,Regular,2025-09-30
CUST0158,Customer_0158,Male,42,Hyderabad,Regular,2025-09-17
CUST0159,Customer_0159,Female,51,Hyderabad,Regular,2024-10-02
CUST0160,Customer_0160,Male,29,Delhi,Regular,2025-05-14
CUST0161,Customer_0161,Female,59,Bengaluru,New,2025-12-17
CUST0162,Customer_0162,Male,26,Mumbai,Premium,2024-12-02
CUST0163,Customer_0163,Male,32,Ahmedabad,New,2025-04-25
CUST0164,Customer_0164,Male,57,Delhi,Regular,2024-09-29
CUST0165,Customer_0165,Female,42,Bengaluru,New,2024-02-27
CUST0166,Customer_0166,Male,22,Kolhapur,New,2024-11-23
CUST0167,Customer_0167,Female,28,Kolkata,Regular,2024-04-18
CUST0168,Customer_0168,Female,51,Kolkata,New,2024-10-05
CUST0169,Customer_0169,Female,41,Mumbai,Regular,2025-11-16
CUST0170,Customer_0170,Male,32,Nagpur,New,2024-11-23
CUST0171,Customer_0171,Male,55,Pune,Regular,2024-11-10
CUST0172,Customer_0172,Female,25,Delhi,Regular,2025-04-18
CUST0173,Customer_0173,Male,22,Delhi,New,2024-04-20
CUST0174,Customer_0174,Female,43,Ahmedabad,New,2025-11-29
CUST0175,Customer_0175,Male,35,Ahmedabad,Regular,2024-08-16
CUST0176,Customer_0176,Female,23,Kolkata,Regular,2025-05-11
CUST0177,Customer_0177,Male,54,Kolkata,Regular,2024-06-04
CUST0178,Customer_0178,Female,30,Chennai,Regular,2025-04-17
CUST0179,Customer_0179,Male,45,Chennai,Regular,2025-12-01
CUST0180,Customer_0180,Female,22,Nagpur,New,2024-09-28
CUST0181,Customer_0181,Female,30,Chennai,Regular,2024-01-02
CUST0182,Customer_0182,Female,34,Pune,Premium,2025-12-22
CUST0183,Customer_0183,Male,57,Pune,Regular,2025-05-25
CUST0184,Customer_0184,Male,49,Delhi,Regular,2024-10-12
CUST0185,Customer_0185,Female,46,Hyderabad,Regular,2024-01-13
CUST0186,Customer_0186,Male,20,Pune,Regular,2025-08-30
CUST0187,Customer_0187,Male,57,Bengaluru,Regular,2025-05-12
CUST0188,Customer_0188,Male,51,Kolkata,Regular,2024-08-25
CUST0189,Customer_0189,Male,57,Ahmedabad,Premium,2024-04-03
CUST0190,Customer_0190,Female,44,Chennai,New,2024-12-03
CUST0191,Customer_0191,Female,30,Delhi,New,2024-06-19
CUST0192,Customer_0192,Male,50,Mumbai,Regular,2025-08-28
CUST0193,Customer_0193,Male,23,Ahmedabad,Regular,2025-10-22
CUST0194,Customer_0194,Male,41,Bengaluru,New,2025-09-15
CUST0195,Customer_0195,Female,36,Chennai,New,2025-07-20
CUST0196,Customer_0196,Female,33,Bengaluru,New,2025-04-11
CUST0197,Customer_0197,Male,57,Kolkata,New,2025-09-19
CUST0198,Customer_0198,Male,45,Kolkata,Regular,2024-05-22
CUST0199,Customer_0199,Male,50,Nagpur,Regular,2024-07-19
CUST0200,Customer_0200,Male,58,Delhi,Regular,2024-06-28
CUST0201,Customer_0201,Male,30,Ahmedabad,Regular,2025-12-14
CUST0202,Customer_0202,Female,60,Kolhapur,New,2024-12-29
CUST0203,Customer_0203,Female,42,Kolhapur,New,2025-04-23
CUST0204,Customer_0204,Male,59,Ahmedabad,Regular,2025-07-18
CUST0205,Customer_0205,Male,53,Mumbai,Premium,2025-04-15
CUST0206,Customer_0206,Female,44,Delhi,Regular,2025-01-18
CUST0207,Customer_0207,Female,55,Bengaluru,New,2025-11-22
CUST0208,Customer_0208,Male,24,Mumbai,Premium,2025-02-20
CUST0209,Customer_0209,Female,22,Hyderabad,Regular,2024-11-03
CUST0210,Customer_0210,Female,60,Ahmedabad,Regular,2025-10-10
CUST0211,Customer_0211,Male,48,Bengaluru,Regular,2025-11-24
CUST0212,Customer_0212,Male,40,Kolhapur,Regular,2025-01-01
CUST0213,Customer_0213,Male,59,Pune,Regular,2024-01-01
CUST0214,Customer_0214,Female,27,Nagpur,New,2024-02-13
CUST0215,Customer_0215,Male,49,Kolhapur,New,2024-04-07
CUST0216,Customer_0216,Female,60,Delhi,New,2025-12-20
CUST0217,Customer_0217,Female,47,Kolkata,Regular,2024-09-21
CUST0218,Customer_0218,Male,56,Pune,Regular,2024-05-19
CUST0219,Customer_0219,Male,48,Nagpur,Regular,2025-04-25
CUST0220,Customer_0220,Male,35,Nagpur,New,2024-08-24
CUST0221,Customer_0221,Male,53,Hyderabad,Premium,2024-03-12
CUST0222,Customer_0222,Male,19,Hyderabad,Premium,2025-10-28
CUST0223,Customer_0223,Female,31,Chennai,Regular,2024-07-08
CUST0224,Customer_0224,Female,30,Kolhapur,Premium,2024-09-24
CUST0225,Customer_0225,Female,46,Kolhapur,Regular,2024-11-16
CUST0226,Customer_0226,Female,29,Kolhapur,Premium,2024-04-16
CUST0227,Customer_0227,Other,56,Chennai,New,2024-08-19
CUST0228,Customer_0228,Female,19,Mumbai,Regular,2024-02-11
CUST0229,Customer_0229,Male,49,Nagpur,New,2025-12-02
CUST0230,Customer_0230,Male,30,Pune,New,2024-05-18
CUST0231,Customer_0231,Male,44,Delhi,New,2025-09-06
CUST0232,Customer_0232,Male,58,Nagpur,Regular,2025-11-13
CUST0233,Customer_0233,Male,34,Hyderabad,Regular,2024-09-29
CUST0234,Customer_0234,Male,57,Bengaluru,Regular,2025-04-25
CUST0235,Customer_0235,Female,48,Kolkata,New,2025-02-19
CUST0236,Customer_0236,Male,51,Chennai,Regular,2025-05-20
CUST0237,Customer_0237,Female,41,Ahmedabad,Regular,2025-12-25
CUST0238,Customer_0238,Female,52,Bengaluru,Regular,2025-02-27
CUST0239,Customer_0239,Male,23,Delhi,Regular,2025-02-10
CUST0240,Customer_0240,Female,36,Kolhapur,New,2025-07-21
CUST0241,Customer_0241,Male,47,Hyderabad,Regular,2025-01-24
CUST0242,Customer_0242,Male,24,Hyderabad,Premium,2024-12-07
CUST0243,Customer_0243,Male,27,Hyderabad,New,2025-09-05
CUST0244,Customer_0244,Female,58,Kolhapur,Regular,2025-05-07
CUST0245,Customer_0245,Female,49,Ahmedabad,Premium,2024-07-10
CUST0246,Customer_0246,Male,51,Chennai,Regular,2025-05-13
CUST0247,Customer_0247,Female,45,Bengaluru,New,2025-12-12
CUST0248,Customer_0248,Other,32,Kolhapur,New,2024-08-20
CUST0249,Customer_0249,Other,47,Delhi,New,2024-08-14
CUST0250,Customer_0250,Male,54,Chennai,Regular,2025-01-05
CUST0251,Customer_0251,Female,46,Delhi,Regular,2024-05-18
CUST0252,Customer_0252,Female,39,Chennai,New,2024-05-28
CUST0253,Customer_0253,Male,21,Ahmedabad,Premium,2024-04-24
CUST0254,Customer_0254,Female,37,Kolkata,Regular,2025-03-25
CUST0255,Customer_0255,Female,49,Delhi,New,2024-03-03
CUST0256,Customer_0256,Male,53,Kolhapur,Regular,2024-04-13
CUST0257,Customer_0257,Male,21,Chennai,Regular,2025-10-29
CUST0258,Customer_0258,Male,44,Hyderabad,New,2024-09-29
CUST0259,Customer_0259,Male,34,Nagpur,New,2024-01-06
CUST0260,Customer_0260,Female,29,Hyderabad,Regular,2024-05-26
CUST0261,Customer_0261,Male,39,Mumbai,Regular,2024-07-02
CUST0262,Customer_0262,Other,34,Kolkata,Regular,2024-01-28
CUST0263,Customer_0263,Female,27,Kolkata,Regular,2025-07-03
CUST0264,Customer_0264,Male,18,Hyderabad,New,2024-04-28
CUST0265,Customer_0265,Male,39,Bengaluru,New,2024-10-19
CUST0266,Customer_0266,Male,43,Ahmedabad,Regular,2025-01-05
CUST0267,Customer_0267,Male,35,Delhi,New,2024-08-31
CUST0268,Customer_0268,Male,31,Kolhapur,New,2025-08-02
CUST0269,Customer_0269,Female,46,Kolkata,Regular,2025-12-26
CUST0270,Customer_0270,Female,29,Hyderabad,Premium,2024-08-05
CUST0271,Customer_0271,Male,53,Hyderabad,Regular,2024-06-25
CUST0272,Customer_0272,Male,52,Ahmedabad,Premium,2024-10-25
CUST0273,Customer_0273,Male,29,Ahmedabad,New,2025-11-06
CUST0274,Customer_0274,Male,24,Pune,Premium,2024-02-27
CUST0275,Customer_0275,Male,46,Pune,New,2024-09-25
CUST0276,Customer_0276,Male,28,Bengaluru,Premium,2024-11-03
CUST0277,Customer_0277,Male,50,Bengaluru,Premium,2025-07-23
CUST0278,Customer_0278,Male,23,Mumbai,Regular,2024-10-14
CUST0279,Customer_0279,Male,32,Bengaluru,Premium,2024-04-14
CUST0280,Customer_0280,Male,49,Chennai,Regular,2024-08-15
CUST0281,Customer_0281,Male,28,Ahmedabad,New,2024-09-03
CUST0282,Customer_0282,Female,40,Kolhapur,Regular,2025-11-30
CUST0283,Customer_0283,Female,43,Chennai,Regular,2025-05-08
CUST0284,Customer_0284,Female,51,Delhi,New,2024-03-23
CUST0285,Customer_0285,Male,51,Hyderabad,Regular,2024-07-04
CUST0286,Customer_0286,Female,46,Bengaluru,Premium,2024-09-08
CUST0287,Customer_0287,Male,21,Hyderabad,New,2024-12-20
CUST0288,Customer_0288,Male,34,Kolkata,Regular,2025-11-26
CUST0289,Customer_0289,Female,52,Mumbai,Premium,2024-07-28
CUST0290,Customer_0290,Male,30,Kolkata,Premium,2025-08-31
CUST0291,Customer_0291,Female,58,Mumbai,Premium,2025-03-22
CUST0292,Customer_0292,Female,56,Pune,Regular,2025-04-04
CUST0293,Customer_0293,Male,32,Hyderabad,Premium,2025-04-16
CUST0294,Customer_0294,Female,46,Mumbai,Regular,2025-12-20
CUST0295,Customer_0295,Female,46,Nagpur,New,2025-01-04
CUST0296,Customer_0296,Male,28,Chennai,Regular,2025-05-06
CUST0297,Customer_0297,Male,49,Mumbai,Regular,2024-05-16
CUST0298,Customer_0298,Female,19,Mumbai,New,2025-01-01
CUST0299,Customer_0299,Male,31,Chennai,Regular,2024-07-02
CUST0300,Customer_0300,Female,37,Hyderabad,Regular,2025-08-10
CUST0301,Customer_0301,Female,39,Hyderabad,New,2024-10-13
CUST0302,Customer_0302,Male,28,Chennai,Regular,2025-04-16
CUST0303,Customer_0303,Male,44,Kolkata,Regular,2025-01-09
CUST0304,Customer_0304,Male,20,Nagpur,Regular,2025-10-15
CUST0305,Customer_0305,Male,34,Kolhapur,New,2025-06-20
CUST0306,Customer_0306,Other,45,Delhi,New,2025-05-25
CUST0307,Customer_0307,Male,46,Nagpur,Regular,2025-08-01
CUST0308,Customer_0308,Female,38,Hyderabad,Premium,2024-09-06
CUST0309,Customer_0309,Male,33,Kolhapur,New,2025-05-24
CUST0310,Customer_0310,Female,54,Pune,Regular,2025-09-21
CUST0311,Customer_0311,Female,37,Bengaluru,New,2024-03-13
CUST0312,Customer_0312,Female,23,Mumbai,Regular,2024-10-08
CUST0313,Customer_0313,Female,36,Chennai,Regular,2024-12-25
CUST0314,Customer_0314,Other,22,Chennai,Regular,2024-01-10
CUST0315,Customer_0315,Male,20,Mumbai,New,2024-07-29
CUST0316,Customer_0316,Male,18,Bengaluru,Regular,2024-05-31
CUST0317,Customer_0317,Female,55,Delhi,New,2024-01-05
CUST0318,Customer_0318,Female,32,Bengaluru,Regular,2024-07-13
CUST0319,Customer_0319,Female,51,Kolhapur,Regular,2024-10-09
CUST0320,Customer_0320,Female,52,Bengaluru,New,2025-04-08
CUST0321,Customer_0321,Male,42,Kolhapur,New,2024-04-22
CUST0322,Customer_0322,Male,41,Bengaluru,Regular,2024-09-27
CUST0323,Customer_0323,Male,29,Delhi,Premium,2024-06-11
CUST0324,Customer_0324,Female,35,Delhi,Premium,2025-04-04
CUST0325,Customer_0325,Male,32,Hyderabad,New,2024-04-14
CUST0326,Customer_0326,Male,33,Mumbai,Regular,2025-11-23
CUST0327,Customer_0327,Male,44,Delhi,Regular,2025-07-09
CUST0328,Customer_0328,Male,25,Kolhapur,Regular,2024-10-08
CUST0329,Customer_0329,Female,42,Delhi,Regular,2025-11-17
CUST0330,Customer_0330,Female,34,Hyderabad,Premium,2024-06-10
CUST0331,Customer_0331,Female,46,Chennai,Premium,2024-12-16
CUST0332,Customer_0332,Male,25,Kolhapur,Regular,2025-03-09
CUST0333,Customer_0333,Female,32,Hyderabad,Regular,2024-05-19
CUST0334,Customer_0334,Female,44,Kolkata,Regular,2025-04-15
CUST0335,Customer_0335,Female,24,Kolkata,New,2024-05-11
CUST0336,Customer_0336,Female,20,Pune,Regular,2024-03-27
CUST0337,Customer_0337,Male,46,Bengaluru,Regular,2025-11-18
CUST0338,Customer_0338,Male,41,Mumbai,Regular,2024-07-01
CUST0339,Customer_0339,Male,20,Ahmedabad,New,2025-01-02
CUST0340,Customer_0340,Female,37,Nagpur,New,2024-05-08
CUST0341,Customer_0341,Male,32,Hyderabad,Premium,2024-09-02
CUST0342,Customer_0342,Male,42,Chennai,New,2025-08-23
CUST0343,Customer_0343,Female,47,Nagpur,Regular,2025-07-31
CUST0344,Customer_0344,Female,31,Chennai,New,2025-10-31
CUST0345,Customer_0345,Female,24,Nagpur,New,2025-01-12
CUST0346,Customer_0346,Male,34,Hyderabad,New,2024-05-28
CUST0347,Customer_0347,Male,37,Ahmedabad,New,2025-03-08
CUST0348,Customer_0348,Female,53,Nagpur,Premium,2025-09-19
CUST0349,Customer_0349,Female,26,Hyderabad,New,2025-12-26
CUST0350,Customer_0350,Male,55,Delhi,Premium,2025-04-13
CUST0351,Customer_0351,Male,39,Ahmedabad,Regular,2025-03-21
CUST0352,Customer_0352,Male,19,Kolhapur,Regular,2025-04-25
CUST0353,Customer_0353,Male,41,Chennai,Regular,2024-10-20
CUST0354,Customer_0354,Female,25,Kolkata,Regular,2024-05-22
CUST0355,Customer_0355,Female,28,Bengaluru,Regular,2024-09-06
CUST0356,Customer_0356,Male,30,Kolkata,New,2024-10-28
CUST0357,Customer_0357,Female,34,Ahmedabad,Regular,2024-01-25
CUST0358,Customer_0358,Male,25,Kolhapur,Premium,2024-03-10
CUST0359,Customer_0359,Male,38,Chennai,Premium,2025-09-16
CUST0360,Customer_0360,Male,35,Kolhapur,Premium,2024-04-21
CUST0361,Customer_0361,Female,47,Nagpur,Regular,2024-12-29
CUST0362,Customer_0362,Male,35,Chennai,Regular,2024-10-29
CUST0363,Customer_0363,Female,48,Nagpur,Regular,2025-04-15
CUST0364,Customer_0364,Male,55,Hyderabad,Regular,2024-03-31
CUST0365,Customer_0365,Male,49,Ahmedabad,New,2025-06-13
CUST0366,Customer_0366,Female,28,Hyderabad,Regular,2025-10-22
CUST0367,Customer_0367,Other,42,Pune,New,2025-12-26
CUST0368,Customer_0368,Male,50,Kolhapur,Regular,2025-10-24
CUST0369,Customer_0369,Female,55,Nagpur,Premium,2024-07-10
CUST0370,Customer_0370,Female,58,Delhi,New,2025-07-05
CUST0371,Customer_0371,Female,25,Hyderabad,New,2024-08-29
CUST0372,Customer_0372,Female,28,Pune,New,2024-05-17
CUST0373,Customer_0373,Female,39,Mumbai,Premium,2024-12-10
CUST0374,Customer_0374,Male,41,Kolkata,Regular,2024-06-28
CUST0375,Customer_0375,Female,58,Chennai,Regular,2025-12-12
CUST0376,Customer_0376,Female,34,Pune,Regular,2025-05-17
CUST0377,Customer_0377,Male,29,Ahmedabad,Regular,2024-07-21
CUST0378,Customer_0378,Female,49,Hyderabad,Regular,2025-07-26
CUST0379,Customer_0379,Male,32,Ahmedabad,Regular,2024-07-10
CUST0380,Customer_0380,Female,33,Kolkata,Regular,2024-01-05
CUST0381,Customer_0381,Female,39,Delhi,Regular,2024-08-24
CUST0382,Customer_0382,Male,45,Kolhapur,New,2025-11-23
CUST0383,Customer_0383,Male,37,Kolhapur,Premium,2024-11-06
CUST0384,Customer_0384,Male,50,Ahmedabad,Regular,2025-07-02
CUST0385,Customer_0385,Male,27,Nagpur,New,2024-02-25
CUST0386,Customer_0386,Male,57,Delhi,Regular,2025-03-18
CUST0387,Customer_0387,Female,49,Kolhapur,New,2024-08-24
CUST0388,Customer_0388,Female,50,Delhi,New,2024-07-15
CUST0389,Customer_0389,Male,19,Pune,Regular,2025-08-07
CUST0390,Customer_0390,Male,50,Delhi,New,2025-07-24
CUST0391,Customer_0391,Other,50,Bengaluru,Regular,2025-05-28
CUST0392,Customer_0392,Female,58,Kolkata,Regular,2025-03-24
CUST0393,Customer_0393,Female,30,Kolhapur,New,2024-12-25
CUST0394,Customer_0394,Male,47,Delhi,Premium,2025-11-30
CUST0395,Customer_0395,Female,50,Ahmedabad,New,2024-01-30
CUST0396,Customer_0396,Male,30,Mumbai,Regular,2024-04-17
CUST0397,Customer_0397,Male,43,Bengaluru,Regular,2025-08-24
CUST0398,Customer_0398,Female,39,Bengaluru,New,2025-12-17
CUST0399,Customer_0399,Male,56,Nagpur,New,2025-03-20
CUST0400,Customer_0400,Male,19,Delhi,Regular,2025-03-13
CUST0401,Customer_0401,Female,55,Nagpur,Premium,2025-08-28
CUST0402,Customer_0402,Male,56,Nagpur,New,2025-04-01
CUST0403,Customer_0403,Male,43,Mumbai,Regular,2025-09-06
